Cycle No.,Cyctype,Date,Site,Location,Group,Plot,New tags ,Dead tags,Species,Tagstatus,,October dead cycle,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,126,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,127,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,128,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,129,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,130,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,131,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,132,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,133,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,134,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,135,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,136,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,137,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,138,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,139,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,140,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,141,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,142,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,5,143,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,1,NA,Cinnamomum 1,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,2,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,3,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,4,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,5,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,6,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,7,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,8,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,9,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,6,10,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,1,NA,UID 13,,Serrated trifoliate herb like plant,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,2,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,3,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,4,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,5,NA,Symp,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,6,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,7,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,8,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,9,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,10,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,11,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S2,L1,G3,7,12,NA,SC,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,3,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,4,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,5,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,6,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,7,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,8,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,9,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,10,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,11,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,12,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,13,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,14,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,15,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,16,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,17,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,18,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,19,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,20,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,21,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,22,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,23,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,24,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,25,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,26,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,27,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,28,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,29,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,30,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,31,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,32,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,33,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,34,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,35,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,36,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,37,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,38,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,39,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,40,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,41,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,42,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,43,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,44,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,45,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,46,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,47,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,48,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,49,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,50,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,51,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,52,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,53,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,54,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,55,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,56,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,57,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,58,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,59,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,60,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,61,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,62,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,63,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,64,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,65,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,66,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,67,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,68,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,69,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,70,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,71,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,72,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,73,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,74,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,75,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,76,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,77,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,78,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,79,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,80,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,81,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,82,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,83,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,84,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,85,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,86,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,87,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,88,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,89,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,90,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,91,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,92,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,93,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,94,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,95,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,96,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,97,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,98,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,99,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,100,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,101,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,102,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,103,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,104,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,105,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,106,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,107,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,108,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,109,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,110,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,111,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,112,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,113,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,114,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,115,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,116,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,117,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,118,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,119,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,120,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,121,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,122,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,123,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,124,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,125,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,126,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,127,NA,Symp,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,1,128,NA,Symp,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,2,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,3,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,4,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,5,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,6,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,7,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,8,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,9,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,10,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,11,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,12,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,13,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,14,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,15,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,16,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,17,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,18,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,19,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,20,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,21,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,22,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,23,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,24,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,25,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,26,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,27,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,28,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,29,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,30,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,31,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,32,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,33,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,34,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,35,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,36,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,37,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,38,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,39,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,40,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,41,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,42,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,43,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,44,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,45,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,46,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,47,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,48,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,49,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,50,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,51,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,52,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,53,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,54,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,55,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,56,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,57,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,58,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,59,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,60,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,61,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,62,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,63,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,64,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,65,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,66,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,67,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,68,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,69,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,70,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,71,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,72,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,73,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,74,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,75,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,76,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,77,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,78,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,79,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,80,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,81,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,82,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,83,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,84,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,85,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,86,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,87,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,88,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,89,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,90,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,91,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,92,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,93,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,94,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,95,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,96,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,97,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,98,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,99,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,100,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,101,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,102,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,103,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,104,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,105,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,106,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,107,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,108,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,109,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,110,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,111,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,112,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,113,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,114,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,115,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,116,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,117,NA,Climber 1,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,118,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,119,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,120,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,121,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,122,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,123,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,124,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,125,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,126,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,127,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,128,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,129,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,130,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,131,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,132,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,2,133,NA,SR,UT,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,4,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,5,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,6,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,7,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,8,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,9,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,10,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,11,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,12,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,13,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,14,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,15,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,16,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,17,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,18,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,19,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,20,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,21,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,22,NA,SR,,,,,,,,,,,
9,N,20-Jul-16,S1,L1,G1,5,23,NA,SR,,,,,,,,,,,
